BeerID,Name,URL,Style,StyleID,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,MashThickness,SugarScale,BrewMethod,PitchRate,PrimaryTemp,PrimingMethod,PrimingAmount,UserId
6572,Bakke Brygg El Dorado IPA 20L,/homebrew/recipe/view/437327/bakke-brygg-el-dorado-ipa-20l,American IPA,7,20,1.064,1.013,6.76,71.1,5.63,25,90,1.052,69,3,Specific Gravity,All Grain,N/A,17,N/A,N/A,18325
6573,The Pious (Traditional),/homebrew/recipe/view/255316/the-pious-traditional-,Belgian Dark Strong Ale,21,20,1.093,1.019,10.61,37.25,22.18,25.3,90,1.06,70,N/A,Specific Gravity,BIAB,0.75,28,N/A,N/A,17348
6574,Hannah's Birthday Stout,/homebrew/recipe/view/22623/hannah-s-birthday-stout,American Stout,12,20.82,1.056,1.013,5.67,34.96,38.98,26.5,60,N/A,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
6575,The Abyss IPA,/homebrew/recipe/view/62067/the-abyss-ipa,American IPA,7,18.93,1.065,1.018,6.17,69.69,10.01,27.18,80,1.045,75,N/A,Specific Gravity,BIAB,N/A,21.11,N/A,N/A,16310
6576,Ch'ti Porter,/homebrew/recipe/view/179068/ch-ti-porter,Brown Porter,37,26,1.067,1.019,6.35,41.21,22.24,30,60,1.058,80,2.5,Specific Gravity,All Grain,0.75,19,N/A,N/A,
6577,Blue Savannah,/homebrew/recipe/view/180873/blue-savannah,American Wheat or Rye Beer,15,20.82,1.053,1.015,5.06,26.78,3.52,28.39,90,1.039,75,N/A,Specific Gravity,BIAB,N/A,20,N/A,N/A,34425
6578,Pintail Pale Ale,/homebrew/recipe/view/256139/pintail-pale-ale,American Pale Ale,10,23,1.048,1.011,4.76,46.88,6.62,30,60,1.036,75,3.5,Specific Gravity,All Grain,0.75,19,N/A,N/A,
6579,Zombie Dust,/homebrew/recipe/view/212880/zombie-dust,American Pale Ale,10,20,1.074,1.019,7.2,70.12,10.41,28.5,60,1.052,65,N/A,Specific Gravity,BIAB,N/A,18,N/A,N/A,
6580,David J. Wozniak's Recipe Clone,/homebrew/recipe/view/190961/david-j-wozniak-s-recipe-clone,Belgian Tripel,26,18.93,1.078,1.014,8.4,0,6.43,18.93,60,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
6581,105 Bozark amber,/homebrew/recipe/view/87801/105-bozark-amber,American Amber Ale,4,21.96,1.051,1.012,5.15,26.09,15.49,30.28,75,1.037,66,N/A,Specific Gravity,All Grain,N/A,20,N/A,Keg with 9.95 PSI,20450
6582,Of the Beet'n Track,/homebrew/recipe/view/189259/of-the-beet-n-track,Spice  Herb  or Vegetable Beer,155,12.3,1.07,1.012,7.64,0,8.49,8.56,60,N/A,75,N/A,Specific Gravity,Partial Mash,N/A,N/A,N/A,N/A,
6583,Sim City IPA (round two),/homebrew/recipe/view/191051/-sim-city-ipa-round-two-,N/A,111,35.96,1.088,1.022,8.61,0,11.01,41.64,60,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
6584,Centennial Blonde,/homebrew/recipe/view/56700/centennial-blonde,Blonde Ale,30,37.85,1.043,1.012,4.08,23.12,3.48,45.42,60,N/A,80,N/A,Specific Gravity,All Grain,0.35,18.33,N/A,N/A,9749
6585,Jolly Rancher Green Apple Berliner Weisse...,/homebrew/recipe/view/229006/jolly-rancher-green-apple-berliner-weisse,Berliner Weisse,27,7.57,1.033,1.011,2.93,3.04,3.86,28.39,15,1.009,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,10194
6586,Birch Expbeeriment Rye Saison,/homebrew/recipe/view/231330/birch-expbeeriment-rye-saison,Belgian Pale Ale,24,18.93,1.069,1.014,7.2,23.18,24.59,22.71,60,1.057,85,1.25,Specific Gravity,All Grain,0.5,18.33,N/A,N/A,16332
6587,Kettle Sour Saison,/homebrew/recipe/view/371628/kettle-sour-saison,Saison,134,18.93,1.055,1.01,5.88,15.85,5.67,22.71,60,1.046,75,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A,
6588,Experimental Brew - IV - 4% blw - Wheat Beer...,/homebrew/recipe/view/70338/experimental-brew-iv-4-blw-wheat-beer,American Wheat or Rye Beer,15,37.85,1.041,1.011,3.92,28.88,4.07,45.42,60,1.034,75,1.75,Specific Gravity,All Grain,0.75,21.11,Honey,6 Tbsp,8348
6589,3 C's R2 H56,/homebrew/recipe/view/344522/3-c-s-r2-h56,American Pale Ale,10,20.82,1.052,1.012,5.22,50.68,5.91,28.39,60,1.038,70,N/A,Specific Gravity,BIAB,0.35,20,N/A,N/A,41347
6590,Edwort's Oktoberfest (BIAB Version),/homebrew/recipe/view/381134/edwort-s-oktoberfest-biab-version-,Maerzen,102,20.82,1.066,1.017,6.5,25.79,8.73,32.18,70,1.043,70,N/A,Specific Gravity,BIAB,N/A,18.33,N/A,N/A,59422
6591,Westvleteren 12 clone,/homebrew/recipe/view/304592/westvleteren-12-clone,Belgian Tripel,26,20.82,1.084,1.015,9.01,35.92,21.27,31.23,60,1.056,67,1.5,Specific Gravity,All Grain,0.75,27.78,N/A,N/A,29755
6592,Crystal Rye IPA,/homebrew/recipe/view/216018/crystal-rye-ipa,Specialty Beer,145,23,1.051,1.011,5.27,54.07,17.01,34,60,1.035,70,N/A,Specific Gravity,BIAB,0.35,20,N/A,N/A,29178
6593,Red Racer Clone,/homebrew/recipe/view/343790/red-racer-clone,American IPA,7,20.82,1.07,1.017,6.92,110.37,15.34,30.28,60,1.048,72,N/A,Specific Gravity,BIAB,0.35,N/A,N/A,N/A,
6594,Dempsey's Black Dog Porter PM,/homebrew/recipe/view/28666/dempsey-s-black-dog-porter-pm,Robust Porter,129,20.82,1.056,1.016,5.26,40.84,26.58,26.5,60,N/A,70,N/A,Specific Gravity,Partial Mash,N/A,N/A,N/A,N/A,7774
6595,Belgian Black IPA,/homebrew/recipe/view/54522/belgian-black-ipa,Specialty Beer,145,19,1.057,1.011,5.99,70.69,39.67,22.5,60,N/A,78,N/A,Specific Gravity,BIAB,1,23,Dextrose,2.4Vol,8887
6596,Sweet amber wheat,/homebrew/recipe/view/190204/sweet-amber-wheat,American Wheat or Rye Beer,15,18.93,1.041,1.01,4.04,0,9.35,18.93,60,N/A,75,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A,
6597,Hop Bursted Pale Ale,/homebrew/recipe/view/111376/hop-bursted-pale-ale,American Pale Ale,10,41.64,1.059,1.012,6.15,55.72,6.76,49.21,60,1.05,65,1.5,Specific Gravity,All Grain,0.75,19.44,Force Carb,12 psi,15241
6598,Motueka Lager,/homebrew/recipe/view/208157/motueka-lager,German Pilsner (Pils),81,7.57,1.049,1.008,5.45,43.29,3.87,10.22,90,1.036,65,N/A,Specific Gravity,BIAB,1.75,12.78,N/A,N/A,35274
6599,Special K,/homebrew/recipe/view/60201/special-k,Koelsch,94,11.36,1.052,1.013,5.1,40.78,3.86,15.14,60,N/A,70,N/A,Specific Gravity,All Grain,0.35,15.56,N/A,N/A,8444
6600,Grapefruit IPA (Sculpin Clone),/homebrew/recipe/view/344111/grapefruit-ipa-sculpin-clone-,American IPA,7,37.85,1.071,1.016,7.24,50.87,6.04,45.42,60,1.059,70,1.25,Specific Gravity,All Grain,0.5,20,N/A,N/A,52702
6601,Pliny Imposter,/homebrew/recipe/view/151095/pliny-imposter,Imperial IPA,86,45.42,1.072,1.011,8.04,245.41,5.51,56.4,90,1.053,76,1.25,Specific Gravity,All Grain,0.75,N/A,N/A,N/A,25157
6602,Cole's Koelsch,/homebrew/recipe/view/62782/cole-s-Koelsch,Koelsch,94,20.82,1.047,1.007,5.2,19.37,4.35,28.39,60,1.034,70,N/A,Specific Gravity,All Grain,N/A,17.22,N/A,N/A,2187
6603,Smoked Chipotle Porter,/homebrew/recipe/view/207944/smoked-chipotle-porter,Baltic Porter,19,20.82,1.081,1.023,7.66,49.72,24.4,24.61,60,1.069,72,1.3,Specific Gravity,All Grain,N/A,20.56,corn sugar,N/A,
6604,Steam Beer,/homebrew/recipe/view/308576/steam-beer,California Common,38,23,1.054,1.015,5.03,31.61,6.24,27,60,1.046,75,5.6,Specific Gravity,All Grain,N/A,18,N/A,N/A,
6605,L Taraval Black Lager,/homebrew/recipe/view/300897/l-taraval-black-lager,Czech Dark Lager,48,60.57,1.052,1.012,5.27,39.13,32.72,64.35,60,1.049,70,1.3,Specific Gravity,All Grain,1.75,11.67,N/A,N/A,29247
6606,Hwt petite saison,/homebrew/recipe/view/40296/hwt-petite-saison,Saison,134,20.82,1.038,1.007,4.08,24.88,3.58,28.39,60,N/A,70,N/A,Specific Gravity,BIAB,0.35,21.11,N/A,N/A,
6607,Rye IPA II,/homebrew/recipe/view/38255/rye-ipa-ii,American IPA,7,20.82,1.068,1.016,6.74,123.48,14.11,28.39,60,1.05,75,N/A,Specific Gravity,All Grain,N/A,20,N/A,N/A,
6608,Heady Topper Clone - Sherlock Revision -7gal...,/homebrew/recipe/view/143730/heady-topper-clone-sherlock-revision-7gallon,Imperial IPA,86,26.5,1.082,1.016,8.57,137.87,7.87,32.18,90,1.067,80,1.5,Specific Gravity,All Grain,0.75,18.89,N/A,N/A,
6609,Yelow Haze (NEIPA #1),/homebrew/recipe/view/410265/yelow-haze-neipa-1-,English IPA,65,17,1.064,1.014,6.67,109.15,8.11,26,60,1.042,57,N/A,Specific Gravity,BIAB,0.35,20,N/A,N/A,63610
6610,Milk choco stout,/homebrew/recipe/view/133033/milk-choco-stout,Sweet Stout,162,19,1.057,1.022,4.59,21.2,40,7,60,1.155,35,N/A,Specific Gravity,extract,N/A,20,N/A,N/A,
6611,Green Flash West Coast IPA Clone,/homebrew/recipe/view/221865/green-flash-west-coast-ipa-clone,American IPA,7,37.85,1.069,1.013,7.38,103.85,8.63,54.89,90,1.048,70,1.25,Specific Gravity,All Grain,0.5,19.44,N/A,N/A,
6612,Bakke Brygg Saison 50L NY,/homebrew/recipe/view/247488/bakke-brygg-saison-50l-ny,Saison,134,50,1.048,1.003,5.95,24.47,3.96,60,90,1.04,73,N/A,Specific Gravity,BIAB,0.75,22,Sukkerlake,7 g sukker/l,18325
6613,Fossane Bryggeri - Vinter-klone,/homebrew/recipe/view/166856/fossane-bryggeri-vinter-klone,American Brown Ale,6,38,1.071,1.017,7.13,63.99,22.81,48,90,1.056,75,N/A,Specific Gravity,All Grain,0.35,19,N/A,N/A,32606
6614,Ham Glaze Brown,/homebrew/recipe/view/56787/ham-glaze-brown,American Brown Ale,6,22.71,1.053,1.013,5.37,30.59,18.86,24.61,60,N/A,70,N/A,Specific Gravity,All Grain,0.35,20,N/A,N/A,87
6615,Citra Head,/homebrew/recipe/view/189145/citra-head,American Wheat or Rye Beer,15,20.82,1.044,1.011,4.3,0,6.16,26.5,60,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
6616,Summer Saison,/homebrew/recipe/view/53738/summer-saison,Saison,134,20.82,1.048,1.01,5.03,26.93,7.28,11.36,60,N/A,35,N/A,Specific Gravity,extract,0.5,23.89,N/A,N/A,
6617,English Barleywine,/homebrew/recipe/view/191468/english-barleywine,English Barleywine,63,2.64,1.1,1.025,9.78,38.63,13.68,2.64,60,N/A,75,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A,13922
6618,5 - Saison,/homebrew/recipe/view/412168/5-saison,Saison,134,13.5,1.048,1.003,5.96,21.63,5.73,16.5,90,1.04,65,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
6619,Hoppy_Lager_II,/homebrew/recipe/view/394770/hoppy-lager-ii,American Wheat Beer,14,15.14,1.048,1.013,4.65,42.96,3.15,19.68,60,1.037,75,2,Specific Gravity,All Grain,0.75,18.89,N/A,N/A,
6620,Mac Tarnahans Clone,/homebrew/recipe/view/36890/mac-tarnahans-clone,Extra Special/Strong Bitter (ESB),68,20.82,1.053,1.015,5.06,37.63,12.29,28.39,75,N/A,70,N/A,Specific Gravity,All Grain,1.75,21.11,bottling,3/4 cup sugar,10101
6621,American pale lager,/homebrew/recipe/view/238108/american-pale-lager,American Pale Ale,10,9.46,1.055,1.013,5.53,24.32,11.3,17.03,60,1.031,70,N/A,Specific Gravity,BIAB,N/A,10,N/A,N/A,
6622,St. Dunkelaus,/homebrew/recipe/view/84003/st-dunkelaus,Dunkelweizen,59,20.82,1.073,1.018,7.18,34.76,25.79,30.28,90,1.05,70,1.5,Specific Gravity,All Grain,1.25,16.67,N/A,N/A,
6623,Liquid Sunshine IPA,/homebrew/recipe/view/49704/liquid-sunshine-ipa,American IPA,7,45.42,1.074,1.021,7,324.89,4.59,53,60,1.063,70,N/A,Specific Gravity,All Grain,0.5,18.33,N/A,N/A,2621
6624,GOATmeal Stout,/homebrew/recipe/view/308265/goatmeal-stout,American Stout,12,22.71,1.071,1.016,7.15,51.63,32.1,28.39,60,1.056,75,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A,
6625,Alec's Blond Ale,/homebrew/recipe/view/135979/alec-s-blond-ale,Witbier,175,21,1.047,1.012,4.59,13.9,4.6,11,90,1.09,65,N/A,Specific Gravity,Partial Mash,0.75,23,N/A,N/A,
6626,Hairy Man Caramel Chile Cream Ale,/homebrew/recipe/view/57394/hairy-man-caramel-chile-cream-ale,Cream Ale,45,18.93,1.071,1.016,7.23,17.8,23.11,26.5,60,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,2568
6627,Munich smash Domestic Hallertau FWH brewed 0...,/homebrew/recipe/view/116787/munich-smash-domestic-hallertau-fwh-brewed-03-20-2014,California Common Beer,39,43.53,1.05,1.014,4.75,17.15,12.33,49.21,60,1.044,70,1.25,Specific Gravity,All Grain,1.25,18.33,N/A,N/A,15198
6628,Belgian Tripel,/homebrew/recipe/view/214586/belgian-tripel,Belgian Tripel,26,18.93,1.077,1.022,7.77,58.23,7.61,22.71,60,1.064,25,N/A,Specific Gravity,extract,0.5,21.11,Corn Sugar,2/3 C.,35405
6629,Wanna Smell My Fingers? Fresh-hop Double IPA,/homebrew/recipe/view/189501/wanna-smell-my-fingers-fresh-hop-double-ipa,Imperial IPA,86,18.93,1.091,1.023,8.9,0,7.04,18.93,60,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
6630,Deutschnozzle Bavarian APA,/homebrew/recipe/view/210523/-deutschnozzle-bavarian-apa,American Pale Ale,10,19.87,1.055,1.01,5.82,38.34,6.19,26.5,60,1.041,75,2.71,Specific Gravity,All Grain,0.75,20,N/A,N/A,
6631,??? Pale Ale,/homebrew/recipe/view/319067/-pale-ale,American Pale Ale,10,4,1.057,1.013,5.77,59.81,9.37,8,60,1.029,68,2.9,Specific Gravity,All Grain,0.75,22,N/A,N/A,
6632,Dry Porter,/homebrew/recipe/view/297063/dry-porter,American Porter,11,20.82,1.066,1.011,7.2,21.23,35.27,28.39,60,1.048,75,1.5,Specific Gravity,All Grain,1,22.22,N/A,N/A,
6633,Honey Oil IPA (no boil additions),/homebrew/recipe/view/189059/honey-oil-ipa-no-boil-additions-,American IPA,7,18.93,1.064,1.014,6.6,0,5.9,24.68,60,N/A,72,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
6634,Gluten Free Passionate Ale,/homebrew/recipe/view/212384/gluten-free-passionate-ale,American Pale Ale,10,20.82,1.047,1.008,5.19,23.93,2.2,28.39,60,1.035,70,N/A,Specific Gravity,Partial Mash,N/A,21.11,N/A,N/A,34484
6635,Smash 6 - pilsner saaz,/homebrew/recipe/view/298159/smash-6-pilsner-saaz,Strong Bitter,159,20,1.052,1.011,5.28,26.91,3.84,25,60,1.041,65,3,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,33706
6636,TBD,/homebrew/recipe/view/408279/tbd,American Pale Ale,10,24,1.046,1.008,4.96,41.37,3.5,30,60,1.036,75,3,Specific Gravity,All Grain,1,20,N/A,N/A,
6637,All Night Long,/homebrew/recipe/view/147975/all-night-long,Schwarzbier,135,41.64,1.044,1.008,4.68,35.28,27.11,49.21,60,1.037,75,1.32,Specific Gravity,All Grain,1,16.67,N/A,N/A,
6638,FESTBIER,/homebrew/recipe/view/262668/festbier,Munich Helles,109,20.82,1.057,1.011,6,36.88,4.15,11.36,60,1.045,35,N/A,Specific Gravity,extract,N/A,16.67,N/A,N/A,18665
6639,Chimay Blue style,/homebrew/recipe/view/428301/chimay-blue-style,Belgian Dark Strong Ale,21,23,1.077,1.016,8.09,25.29,50,30,90,1.049,65,3,Specific Gravity,All Grain,0.35,22,N/A,N/A,67150
6640,Matt's Amber Ale,/homebrew/recipe/view/29973/matt-s-amber-ale,American Amber Ale,4,18.93,1.056,1.016,5.26,42.98,12.71,24.61,60,N/A,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,8363
6641,Amarillo Lager,/homebrew/recipe/view/335640/amarillo-lager,Light American Lager,100,45.42,1.044,1.008,4.77,11.29,2.39,53,60,1.038,85,1.5,Specific Gravity,All Grain,0.5,12.22,N/A,N/A,5889
6642,XMA 1.1,/homebrew/recipe/view/76328/xma-1-1,American Amber Ale,4,17,1.055,1.014,5.4,53.68,16.54,22,60,1.042,60,2.5,Specific Gravity,All Grain,0.35,19,N/A,N/A,
6643,Akari Shogun,/homebrew/recipe/view/258345/akari-shogun,American Wheat or Rye Beer,15,20.82,1.046,1.011,4.52,29.56,4.74,24.98,60,1.038,65,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
6644,10W-40 High Viscosity Barleywine,/homebrew/recipe/view/189498/10w-40-high-viscosity-barleywine,American Barleywine,5,18.93,1.115,1.029,11.29,0,16.28,18.93,120,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
6645,All Grain IPA 001,/homebrew/recipe/view/42114/all-grain-ipa-001,American IPA,7,20.82,1.06,1.014,6.01,85.7,9.52,28.39,60,N/A,50,N/A,Specific Gravity,All Grain,0.5,19.44,Corn Sugar,3.5 oz,10251
6646,Mama Hopper Session IPA,/homebrew/recipe/view/256902/mama-hopper-session-ipa,American IPA,7,3000,12.4213,3.10029,4.99,53,8.02,3011.4,60,12.4,70,2.6,Plato,All Grain,0.75,21,N/A,N/A,
6647,Phalen Pale Ale,/homebrew/recipe/view/38793/phalen-pale-ale,American Pale Ale,10,18.93,1.045,1.011,4.44,39.97,6.9,24.61,60,N/A,75,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A,
6648,Svartskurden,/homebrew/recipe/view/239275/svartskurden,Dark Mild,53,22,1.037,1.008,3.75,20.38,14.7,8,70,1.102,65,N/A,Specific Gravity,Partial Mash,N/A,20,N/A,N/A,26814
6649,Belma Blonde,/homebrew/recipe/view/123595/belma-blonde,Blonde Ale,30,45.42,1.051,1.015,4.87,24.18,4.89,51.1,60,1.045,80,1.5,Specific Gravity,All Grain,0.75,19.44,N/A,N/A,11694
6650,IPA reunion tour #4 - Nelson/Citra,/homebrew/recipe/view/178640/ipa-reunion-tour-4-nelson-citra,American IPA,7,11.36,1.064,1.012,6.91,31.68,3.59,15.14,15,1.048,79,N/A,Specific Gravity,BIAB,N/A,18.33,N/A,N/A,19540
6651,Thunder Snow,/homebrew/recipe/view/86781/thunder-snow,American Brown Ale,6,19.87,1.066,1.013,6.98,43.94,22.88,26.5,60,1.05,77,1.68,Specific Gravity,All Grain,0.75,18.33,N/A,N/A,
6652,SLOI2,/homebrew/recipe/view/80653/sloi2,American IPA,7,41.64,1.072,1.015,7.46,76,32.98,49.21,60,1.056,70,1.5,Specific Gravity,All Grain,0.5,19.44,Forced Carbonation,12 psi,15241
6653,'Problem Child' IPA,/homebrew/recipe/view/267793/-problem-child-ipa,American IPA,7,23,1.06,1.013,6.15,55.32,5.26,35,90,1.039,70,N/A,Specific Gravity,BIAB,0.5,18,N/A,N/A,49326
6654,Cherry SMaSH Ale,/homebrew/recipe/view/335378/cherry-smash-ale,Specialty Fruit Beer,146,20.82,1.066,1.02,6.05,40.44,18.56,28.39,60,1.048,70,1.25,Specific Gravity,All Grain,0.5,N/A,Bottle Condition (Dextrose),1 Cup,40683
6655,Nelson Blonde,/homebrew/recipe/view/231706/nelson-blonde,Blonde Ale,30,11.36,1.049,1.012,4.86,33.48,4.24,15.14,60,1.037,70,1.5,Specific Gravity,All Grain,0.75,16.67,N/A,N/A,
6656,Belgian Golden Strong Ale,/homebrew/recipe/view/22081/belgian-golden-strong-ale,Belgian Golden Strong Ale,23,20.82,1.079,1.019,7.88,27.38,4.03,27.63,90,N/A,80,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
6657,Amongst the Waves Summer Ale,/homebrew/recipe/view/199244/amongst-the-waves-summer-ale,American Pale Ale,10,11.36,1.06,1.011,6.39,34.97,7.89,7.57,60,1.09,35,N/A,Specific Gravity,extract,0.35,18.33,N/A,N/A,40478
6658,Aus Bremen,/homebrew/recipe/view/316766/aus-bremen,Kellerbier: Pale Kellerbier,96,20.82,1.051,1.012,5.17,27.54,4.95,28.39,90,1.037,65,1.5,Specific Gravity,All Grain,N/A,18.33,N/A,N/A,
6659,Kalmar Union Stout #2,/homebrew/recipe/view/272238/kalmar-union-stout-2,American Stout,12,20,1.08,1.018,8.12,93.04,50,22,60,1.073,73,N/A,Specific Gravity,BIAB,0.35,20,N/A,N/A,44750
6660,FourPure,/homebrew/recipe/view/258681/fourpure,California Common Beer,39,3406.87,1,1,0,0,0.02,3520.43,60,1,70,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
6661,Mother of all sours,/homebrew/recipe/view/166788/mother-of-all-sours,Straight (Unblended) Lambic,158,41.64,1.052,1.01,5.44,6.52,3.67,47.32,60,1.046,70,1.5,Specific Gravity,All Grain,0.35,20,N/A,N/A,5100
6662,Ameriweizen (AW),/homebrew/recipe/view/310170/ameriweizen-aw-,Weissbier,169,18.93,1.056,1.014,5.61,12.23,3.71,24.61,90,1.043,75,2,Specific Gravity,All Grain,0.75,17.22,N/A,N/A,
6663,Awesome Recipe,/homebrew/recipe/view/300443/awesome-recipe,Munich Dunkel,108,50,1.06,1.015,5.89,14.84,18.97,65,90,1.046,78,3,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
6664,Altbier,/homebrew/recipe/view/299940/altbier,Altbier,1,37.85,1.051,1.009,5.63,54.94,14.11,45.42,60,1.043,85,1.25,Specific Gravity,All Grain,0.75,N/A,N/A,N/A,52796
6665,Double IPA,/homebrew/recipe/view/118449/double-ipa,Imperial IPA,86,20.82,1.088,1.021,9.52,147.76,9.48,15.14,90,1.12,25,N/A,Specific Gravity,extract,1,22.22,N/A,N/A,
6666,Maple Syrup Oatmeal Stout,/homebrew/recipe/view/332488/maple-syrup-oatmeal-stout,Oatmeal Stout,114,19.87,1.068,1.023,5.91,43.97,41.4,27.6,60,1.043,65,1.4,Specific Gravity,All Grain,0.75,18.89,N/A,N/A,12244
6667,(Medal)Coconut porter,/homebrew/recipe/view/285645/-medal-coconut-porter,Robust Porter,129,18.93,1.068,1.02,6.4,36.93,31.01,26.5,60,1.049,68,1.25,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,12887
6668,Hop Hammer,/homebrew/recipe/view/112337/hop-hammer,Imperial IPA,86,18.93,1.082,1.019,8.26,261.13,8.6,20.82,90,1.075,70,N/A,Specific Gravity,extract,N/A,23.89,N/A,N/A,11261
6669,American ESB,/homebrew/recipe/view/271086/american-esb,Extra Special/Strong Bitter (ESB),68,20.82,1.054,1.014,5.26,14.09,11.28,28.39,60,1.039,70,1.5,Specific Gravity,All Grain,N/A,15.56,N/A,N/A,5889
6670,BM's Helles Belles,/homebrew/recipe/view/191219/bm-s-helles-belles,Munich Helles,109,18.93,1.041,1.01,4.07,0,3.45,24.61,90,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
6671,AIPA z traw? cytrynow?,/homebrew/recipe/view/241147/aipa-z-traw-cytrynow-,American IPA,7,20,16.4167,3.77304,6.88,69.27,9.3,23,60,14.4,60,3,Plato,All Grain,N/A,N/A,N/A,N/A,
6672,Gluten Free IPA,/homebrew/recipe/view/214797/gluten-free-ipa,American IPA,7,20.82,1.056,1.013,5.67,50.46,9.7,11.36,60,1.103,35,N/A,Specific Gravity,Partial Mash,N/A,N/A,N/A,N/A,
6673,11 West Coast PA,/homebrew/recipe/view/183069/11-west-coast-pa,American Pale Ale,10,24,12.508,3.36338,4.9,39.48,6.3,28,60,10.8,70,N/A,Plato,All Grain,N/A,N/A,N/A,N/A,
6674,#45 American Belgian Tripel,/homebrew/recipe/view/275750/-45-american-belgian-tripel,Belgian Tripel,26,27,1.075,1.015,7.82,82.99,5.21,32,60,1.053,80,3,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
6675,Mac & Jack's African Amber Ale clone,/homebrew/recipe/view/212008/mac-jack-s-african-amber-ale-clone,American Amber Ale,4,23.5,1.063,1.016,6.15,38.75,13.27,33,60,1.045,75,N/A,Specific Gravity,BIAB,0.5,20,N/A,N/A,
6676,Amber Ale,/homebrew/recipe/view/164938/amber-ale,American Amber Ale,4,20.82,1.057,1.015,5.5,50.31,16.05,13.25,60,1.089,35,N/A,Specific Gravity,extract,0.35,17.78,N/A,N/A,
6677,Yankee's in Dixie - New England IPA,/homebrew/recipe/view/407395/yankee-s-in-dixie-new-england-ipa,American IPA,7,47.32,1.08,1.025,7.18,31.31,4.42,56.78,60,1.066,77.81,1.3,Specific Gravity,All Grain,0.5,N/A,N/A,N/A,43717
6678,Picts are Perfect - Unhopped braggot,/homebrew/recipe/view/207475/picts-are-perfect-unhopped-braggot,Braggot,32,24.61,1.138,1.035,13.59,0,8.89,15.14,60,1.224,35,N/A,Specific Gravity,extract,0.35,20,N/A,N/A,41709
6679,Czech Pilsner,/homebrew/recipe/view/207232/czech-pilsner,Bohemian Pilsener,31,23,1.047,1.013,4.43,44.15,2.83,32,75,1.034,68,2.5,Specific Gravity,All Grain,0.75,12,Corn Sugar,140g,
6680,Stiles Summer IPA (Big Rons Brew),/homebrew/recipe/view/7043/stiles-summer-ipa-big-rons-brew-,American IPA,7,20.82,1.064,1.016,6.31,76.95,11.86,26.5,60,N/A,70,N/A,Specific Gravity,All Grain,N/A,N/A,corn surgar,3/4 cup,
6681,Ben Kendall's Recipe 3,/homebrew/recipe/view/189080/ben-kendall-s-recipe-3,American Amber Ale,4,5,1.027,1.007,2.65,19.9,0,5,60,N/A,75,N/A,Specific Gravity,Partial Mash,N/A,N/A,N/A,N/A,
6682,Cream Ale,/homebrew/recipe/view/120985/cream-ale,Cream Ale,45,22.71,1.053,1.01,5.63,18.29,3.44,26.5,60,1.045,74,1.33,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
6683,DPBC - Christmas Porter,/homebrew/recipe/view/296612/dpbc-christmas-porter,London Brown Ale,101,60,1.059,1.015,5.78,40.61,36.46,70,90,1.05,80,2.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
6684,BrewDog Punk IPA Clone  2,/homebrew/recipe/view/322525/brewdog-punk-ipa-clone-2,American IPA,7,20.8,1.057,1.011,5.97,57.84,6.2,28.4,60,1.041,70,3.1,Specific Gravity,All Grain,N/A,18,N/A,N/A,56976
6685,Moose Drool Clone,/homebrew/recipe/view/277222/moose-drool-clone,American Brown Ale,6,18.93,1.046,1.011,4.6,31.38,14.28,26.5,60,1.033,70,1.24,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,8363
6686,C6D Black IPA ? 08.01.15,/homebrew/recipe/view/237030/c6d-black-ipa-08-01-15,Imperial IPA,86,20.82,1.076,1.019,7.58,157.5,33.02,26.5,60,1.06,70,N/A,Specific Gravity,BIAB,2,20,N/A,N/A,34701
